Date,Address,SO2,NO2,O3,CO,PM10,PM2.5
2019-11-12 12:00,"6, Sadang-ro 16a-gil, Dongjak-gu, Seoul, Republic of Korea",0.003,0.043,0.009,0.6,40,20
2019-11-13 12:00,"6, Sadang-ro 16a-gil, Dongjak-gu, Seoul, Republic of Korea",0.003,0.024,0.015,0.4,41,23
2019-11-14 12:00,"6, Sadang-ro 16a-gil, Dongjak-gu, Seoul, Republic of Korea",0.003,0.01,0.024,0.2,26,9
2019-11-15 12:00,"6, Sadang-ro 16a-gil, Dongjak-gu, Seoul, Republic of Korea",0.003,0.048,0.005,0.6,24,16
2019-11-16 12:00,"6, Sadang-ro 16a-gil, Dongjak-gu, Seoul, Republic of Korea",0.003,0.039,0.008,0.6,39,25
2019-11-17 12:00,"6, Sadang-ro 16a-gil, Dongjak-gu, Seoul, Republic of Korea",0.003,0.048,0.005,0.6,43,25
2019-11-18 12:00,"6, Sadang-ro 16a-gil, Dongjak-gu, Seoul, Republic of Korea",0.003,0.011,0.024,0.3,167,28
2019-11-19 12:00,"6, Sadang-ro 16a-gil, Dongjak-gu, Seoul, Republic of Korea",0.003,0.012,0.024,0.3,38,12
2019-11-20 12:00,"6, Sadang-ro 16a-gil, Dongjak-gu, Seoul, Republic of Korea",0.003,0.026,0.017,0.4,26,16
2019-11-21 12:00,"6, Sadang-ro 16a-gil, Dongjak-gu, Seoul, Republic of Korea",0.004,0.035,0.011,0.5,39,17
2019-11-22 12:00,"6, Sadang-ro 16a-gil, Dongjak-gu, Seoul, Republic of Korea",0.004,0.052,0.009,0.7,66,34
2019-11-23 12:00,"6, Sadang-ro 16a-gil, Dongjak-gu, Seoul, Republic of Korea",0.004,0.034,0.014,0.4,25,14
2019-11-24 12:00,"6, Sadang-ro 16a-gil, Dongjak-gu, Seoul, Republic of Korea",0.004,0.049,0.007,0.7,49,32
2019-11-25 12:00,"6, Sadang-ro 16a-gil, Dongjak-gu, Seoul, Republic of Korea",0.003,0.027,0.01,0.5,39,20
2019-11-26 12:00,"6, Sadang-ro 16a-gil, Dongjak-gu, Seoul, Republic of Korea",0.003,0.024,0.017,0.4,13,3
2019-11-27 12:00,"6, Sadang-ro 16a-gil, Dongjak-gu, Seoul, Republic of Korea",0.005,0.022,0.017,0.5,59,31
2019-11-28 12:00,"6, Sadang-ro 16a-gil, Dongjak-gu, Seoul, Republic of Korea",0.004,0.039,0.009,0.6,43,28
2019-11-29 12:00,"6, Sadang-ro 16a-gil, Dongjak-gu, Seoul, Republic of Korea",0.003,0.024,0.02,0.4,41,21
2019-11-30 12:00,"6, Sadang-ro 16a-gil, Dongjak-gu, Seoul, Republic of Korea",0.004,0.038,0.013,0.6,44,26
2019-12-01 12:00,"6, Sadang-ro 16a-gil, Dongjak-gu, Seoul, Republic of Korea",0.004,0.051,0.005,0.7,70,55
2019-12-02 12:00,"6, Sadang-ro 16a-gil, Dongjak-gu, Seoul, Republic of Korea",0.003,0.013,0.025,0.3,21,10
2019-12-03 12:00,"6, Sadang-ro 16a-gil, Dongjak-gu, Seoul, Republic of Korea",0.003,0.042,0.006,0.5,34,23
2019-12-04 12:00,"6, Sadang-ro 16a-gil, Dongjak-gu, Seoul, Republic of Korea",0.003,0.031,0.015,0.5,35,18
2019-12-05 12:00,"6, Sadang-ro 16a-gil, Dongjak-gu, Seoul, Republic of Korea",0.003,0.014,0.023,0.3,21,8
2019-12-06 12:00,"6, Sadang-ro 16a-gil, Dongjak-gu, Seoul, Republic of Korea",0.004,0.032,0.013,0.4,42,27
2019-12-07 12:00,"6, Sadang-ro 16a-gil, Dongjak-gu, Seoul, Republic of Korea",0.004,0.049,0.004,0.7,52,37
2019-12-08 12:00,"6, Sadang-ro 16a-gil, Dongjak-gu, Seoul, Republic of Korea",0.004,0.046,0.009,0.8,82,59
2019-12-09 12:00,"6, Sadang-ro 16a-gil, Dongjak-gu, Seoul, Republic of Korea",0.004,0.048,0.005,0.6,76,52
2019-12-10 12:00,"6, Sadang-ro 16a-gil, Dongjak-gu, Seoul, Republic of Korea",0.004,0.051,0.014,0.9,144,109
2019-12-11 12:00,"6, Sadang-ro 16a-gil, Dongjak-gu, Seoul, Republic of Korea",0.004,0.019,0.026,1.4,116,79
2019-12-12 12:00,"6, Sadang-ro 16a-gil, Dongjak-gu, Seoul, Republic of Korea",0.004,0.023,0.014,0.5,30,19
2019-12-13 12:00,"6, Sadang-ro 16a-gil, Dongjak-gu, Seoul, Republic of Korea",0.004,0.036,0.01,0.4,32,20
2019-12-14 12:00,"6, Sadang-ro 16a-gil, Dongjak-gu, Seoul, Republic of Korea",0.004,0.021,0.017,0.5,39,23
2019-12-15 12:00,"6, Sadang-ro 16a-gil, Dongjak-gu, Seoul, Republic of Korea",0.003,0.025,0.016,0.5,36,23
2019-12-16 12:00,"6, Sadang-ro 16a-gil, Dongjak-gu, Seoul, Republic of Korea",0.004,0.05,0.006,0.8,51,28
2019-12-17 12:00,"6, Sadang-ro 16a-gil, Dongjak-gu, Seoul, Republic of Korea",0.003,0.033,0.008,0.5,28,20
2019-12-18 12:00,"6, Sadang-ro 16a-gil, Dongjak-gu, Seoul, Republic of Korea",0.004,0.03,0.011,0.5,44,28
2019-12-19 12:00,"6, Sadang-ro 16a-gil, Dongjak-gu, Seoul, Republic of Korea",0.003,0.03,0.014,0.4,29,18
2019-12-20 12:00,"6, Sadang-ro 16a-gil, Dongjak-gu, Seoul, Republic of Korea",0.003,0.018,0.02,0.4,28,19
2019-12-21 12:00,"6, Sadang-ro 16a-gil, Dongjak-gu, Seoul, Republic of Korea",0.004,0.046,0.006,0.6,36,23
2019-12-22 12:00,"6, Sadang-ro 16a-gil, Dongjak-gu, Seoul, Republic of Korea",0.004,0.037,0.01,0.7,69,53
2019-12-23 12:00,"6, Sadang-ro 16a-gil, Dongjak-gu, Seoul, Republic of Korea",0.003,0.031,0.014,0.7,58,52
2019-12-24 12:00,"6, Sadang-ro 16a-gil, Dongjak-gu, Seoul, Republic of Korea",0.004,0.047,0.011,0.9,86,68
2019-12-25 12:00,"6, Sadang-ro 16a-gil, Dongjak-gu, Seoul, Republic of Korea",0.004,0.045,0.008,0.9,67,52
2019-12-26 12:00,"6, Sadang-ro 16a-gil, Dongjak-gu, Seoul, Republic of Korea",0.004,0.026,0.018,0.7,88,63
2019-12-27 12:00,"6, Sadang-ro 16a-gil, Dongjak-gu, Seoul, Republic of Korea",0.003,0.028,0.019,0.5,52,35
2019-12-28 12:00,"6, Sadang-ro 16a-gil, Dongjak-gu, Seoul, Republic of Korea",0.005,0.033,0.013,0.5,40,23
2019-12-29 12:00,"6, Sadang-ro 16a-gil, Dongjak-gu, Seoul, Republic of Korea",0.003,0.037,0.011,0.5,49,28
2019-12-30 12:00,"6, Sadang-ro 16a-gil, Dongjak-gu, Seoul, Republic of Korea",0.003,0.044,0.005,0.6,63,48
2019-12-31 12:00,"6, Sadang-ro 16a-gil, Dongjak-gu, Seoul, Republic of Korea",0.003,0.013,0.02,0.3,23,18
2019-01-01 12:00,"14, Sillimdong-gil, Gwanak-gu, Seoul, Republic of Korea",0.006,0.028,0.022,0.4,41,29
2019-01-02 12:00,"14, Sillimdong-gil, Gwanak-gu, Seoul, Republic of Korea",0.006,0.035,0.018,0.5,35,24
2019-01-03 12:00,"14, Sillimdong-gil, Gwanak-gu, Seoul, Republic of Korea",0.006,0.034,0.019,0.4,37,20
2019-01-04 12:00,"14, Sillimdong-gil, Gwanak-gu, Seoul, Republic of Korea",0.007,0.073,0.004,0.9,72,46
2019-01-05 12:00,"14, Sillimdong-gil, Gwanak-gu, Seoul, Republic of Korea",0.005,0.021,0.026,0.3,44,18
2019-01-06 12:00,"14, Sillimdong-gil, Gwanak-gu, Seoul, Republic of Korea",0.006,0.038,0.017,0.6,74,36
2019-01-07 12:00,"14, Sillimdong-gil, Gwanak-gu, Seoul, Republic of Korea",0.007,0.039,0.016,0.7,66,42
2019-01-08 12:00,"14, Sillimdong-gil, Gwanak-gu, Seoul, Republic of Korea",0.006,0.02,0.029,0.4,43,26
2019-01-09 12:00,"14, Sillimdong-gil, Gwanak-gu, Seoul, Republic of Korea",0.006,0.047,0.006,0.6,70,26
2019-01-10 12:00,"14, Sillimdong-gil, Gwanak-gu, Seoul, Republic of Korea",0.006,0.056,0.007,0.5,63,40
2019-01-11 12:00,"14, Sillimdong-gil, Gwanak-gu, Seoul, Republic of Korea",0.007,0.049,0.011,0.7,93,65
2019-01-12 12:00,"14, Sillimdong-gil, Gwanak-gu, Seoul, Republic of Korea",0.007,0.062,0.01,0.9,126,93
2019-01-13 12:00,"14, Sillimdong-gil, Gwanak-gu, Seoul, Republic of Korea",0.008,0.051,0.02,1,132,80
2019-01-14 12:00,"14, Sillimdong-gil, Gwanak-gu, Seoul, Republic of Korea",0.009,0.07,0.009,1.3,188,154
2019-01-15 12:00,"14, Sillimdong-gil, Gwanak-gu, Seoul, Republic of Korea",0.003,0.026,0.013,1,149,107
2019-01-16 12:00,"14, Sillimdong-gil, Gwanak-gu, Seoul, Republic of Korea",0.004,0.023,0.019,0.3,37,14
2019-01-17 12:00,"14, Sillimdong-gil, Gwanak-gu, Seoul, Republic of Korea",0.004,0.022,0.023,0.4,66,30
2019-01-18 12:00,"14, Sillimdong-gil, Gwanak-gu, Seoul, Republic of Korea",0.005,0.042,0.012,0.5,47,34
2019-01-19 12:00,"14, Sillimdong-gil, Gwanak-gu, Seoul, Republic of Korea",0.006,0.04,0.017,0.8,108,72
2019-01-20 12:00,"14, Sillimdong-gil, Gwanak-gu, Seoul, Republic of Korea",0.005,0.013,0.029,0.3,59,14
2019-01-21 12:00,"14, Sillimdong-gil, Gwanak-gu, Seoul, Republic of Korea",0.005,0.041,0.007,0.4,45,22
2019-01-22 12:00,"14, Sillimdong-gil, Gwanak-gu, Seoul, Republic of Korea",0.006,0.027,0.023,0.5,77,37
2019-01-23 12:00,"14, Sillimdong-gil, Gwanak-gu, Seoul, Republic of Korea",0.006,0.032,0.023,0.6,97,64
2019-01-24 12:00,"14, Sillimdong-gil, Gwanak-gu, Seoul, Republic of Korea",0.005,0.036,0.017,0.4,47,20
2019-01-25 12:00,"14, Sillimdong-gil, Gwanak-gu, Seoul, Republic of Korea",0.005,0.02,0.027,0.4,985,28
2019-01-26 12:00,"14, Sillimdong-gil, Gwanak-gu, Seoul, Republic of Korea",0.005,0.021,0.024,0.4,48,27
2019-01-27 12:00,"14, Sillimdong-gil, Gwanak-gu, Seoul, Republic of Korea",0.006,0.025,0.025,0.4,41,23
2019-01-28 12:00,"14, Sillimdong-gil, Gwanak-gu, Seoul, Republic of Korea",0.005,0.013,0.031,0.3,132,22
2019-01-29 12:00,"14, Sillimdong-gil, Gwanak-gu, Seoul, Republic of Korea",0.006,0.044,0.011,0.5,82,30
2019-01-30 12:00,"14, Sillimdong-gil, Gwanak-gu, Seoul, Republic of Korea",0.006,0.064,0.007,0.7,83,47
2019-01-31 12:00,"14, Sillimdong-gil, Gwanak-gu, Seoul, Republic of Korea",0.005,0.027,0.013,0.3,86,17
2019-02-01 12:00,"14, Sillimdong-gil, Gwanak-gu, Seoul, Republic of Korea",0.006,0.03,0.02,0.5,59,26
2019-02-02 12:00,"14, Sillimdong-gil, Gwanak-gu, Seoul, Republic of Korea",0.006,0.043,0.011,0.6,76,41
2019-02-03 12:00,"14, Sillimdong-gil, Gwanak-gu, Seoul, Republic of Korea",0.004,0.052,0.003,0.7,21,27
2019-02-04 12:00,"14, Sillimdong-gil, Gwanak-gu, Seoul, Republic of Korea",0.004,0.011,0.033,0.2,41,17
2019-02-05 12:00,"14, Sillimdong-gil, Gwanak-gu, Seoul, Republic of Korea",0.005,0.016,0.037,0.3,140,29
2019-02-06 12:00,"14, Sillimdong-gil, Gwanak-gu, Seoul, Republic of Korea",0.007,0.056,0.007,0.8,117,53
2019-02-07 12:00,"14, Sillimdong-gil, Gwanak-gu, Seoul, Republic of Korea",0.005,0.011,0.034,0.3,36,12
2019-02-08 12:00,"14, Sillimdong-gil, Gwanak-gu, Seoul, Republic of Korea",0.004,0.038,0.012,0.5,38,21
2019-02-09 12:00,"14, Sillimdong-gil, Gwanak-gu, Seoul, Republic of Korea",0.005,0.012,0.031,0.4,37,15
2019-02-10 12:00,"14, Sillimdong-gil, Gwanak-gu, Seoul, Republic of Korea",0.006,0.035,0.014,0.5,54,29
2019-02-11 12:00,"14, Sillimdong-gil, Gwanak-gu, Seoul, Republic of Korea",0.005,0.019,0.029,0.3,37,23
2019-02-12 12:00,"14, Sillimdong-gil, Gwanak-gu, Seoul, Republic of Korea",0.007,0.031,0.025,0.7,85,57
2019-02-13 12:00,"14, Sillimdong-gil, Gwanak-gu, Seoul, Republic of Korea",0.005,0.019,0.03,0.3,35,21
2019-02-14 12:00,"14, Sillimdong-gil, Gwanak-gu, Seoul, Republic of Korea",0.004,0.041,0.014,0.6,51,25
2019-02-15 12:00,"14, Sillimdong-gil, Gwanak-gu, Seoul, Republic of Korea",0.003,0.044,0.01,0.4,45,37
2019-02-16 12:00,"14, Sillimdong-gil, Gwanak-gu, Seoul, Republic of Korea",0.004,0.017,0.03,0.6,62,49
2019-02-17 12:00,"14, Sillimdong-gil, Gwanak-gu, Seoul, Republic of Korea",0.004,0.015,0.034,0.4,34,23
2019-02-18 12:00,"14, Sillimdong-gil, Gwanak-gu, Seoul, Republic of Korea",0.005,0.05,0.011,0.7,59,32
2019-02-19 12:00,"14, Sillimdong-gil, Gwanak-gu, Seoul, Republic of Korea",0.003,0.041,0.005,0.5,51,54
2019-02-20 12:00,"14, Sillimdong-gil, Gwanak-gu, Seoul, Republic of Korea",0.004,0.02,0.032,0.6,101,69
2019-02-21 12:00,"14, Sillimdong-gil, Gwanak-gu, Seoul, Republic of Korea",0.006,0.036,0.027,0.8,84,65
2019-02-22 12:00,"14, Sillimdong-gil, Gwanak-gu, Seoul, Republic of Korea",0.006,0.054,0.016,0.7,89,63
2019-02-23 12:00,"14, Sillimdong-gil, Gwanak-gu, Seoul, Republic of Korea",0.005,0.03,0.026,0.4,46,30
2019-02-24 12:00,"14, Sillimdong-gil, Gwanak-gu, Seoul, Republic of Korea",0.008,0.025,0.045,0.5,86,64
2019-02-25 12:00,"14, Sillimdong-gil, Gwanak-gu, Seoul, Republic of Korea",0.006,0.031,0.033,0.6,98,69
2019-02-26 12:00,"14, Sillimdong-gil, Gwanak-gu, Seoul, Republic of Korea",0.005,0.032,0.023,0.4,47,23
2019-02-27 12:00,"14, Sillimdong-gil, Gwanak-gu, Seoul, Republic of Korea",0.006,0.042,0.024,0.5,73,48
2019-02-28 12:00,"14, Sillimdong-gil, Gwanak-gu, Seoul, Republic of Korea",0.007,0.04,0.041,0.7,101,72
2019-03-01 12:00,"14, Sillimdong-gil, Gwanak-gu, Seoul, Republic of Korea",0.008,0.042,0.04,0.8,147,99
2019-03-02 12:00,"14, Sillimdong-gil, Gwanak-gu, Seoul, Republic of Korea",0.007,0.05,0.033,0.8,123,85
2019-03-03 12:00,"14, Sillimdong-gil, Gwanak-gu, Seoul, Republic of Korea",0.005,0.024,0.048,0.5,62,41
2019-03-04 12:00,"14, Sillimdong-gil, Gwanak-gu, Seoul, Republic of Korea",0.006,0.063,0.024,0.9,163,115
2019-03-05 12:00,"14, Sillimdong-gil, Gwanak-gu, Seoul, Republic of Korea",0.008,0.032,0.044,0.8,195,141
2019-03-06 12:00,"14, Sillimdong-gil, Gwanak-gu, Seoul, Republic of Korea",0.003,0.026,0.021,0.4,189,133
2019-03-07 12:00,"14, Sillimdong-gil, Gwanak-gu, Seoul, Republic of Korea",0.008,0.001,0.404,0.5,54,40
2019-03-08 12:00,"14, Sillimdong-gil, Gwanak-gu, Seoul, Republic of Korea",0.31,0,0.053,29.7,53,28
2019-03-18 12:00,"14, Sillimdong-gil, Gwanak-gu, Seoul, Republic of Korea",0.007,0.029,0.03,0.3,33,19
2019-03-19 12:00,"14, Sillimdong-gil, Gwanak-gu, Seoul, Republic of Korea",0.012,0.039,0.022,0.5,67,39
2019-03-20 12:00,"14, Sillimdong-gil, Gwanak-gu, Seoul, Republic of Korea",0.008,0.064,0.012,0.7,123,83
2019-03-21 12:00,"14, Sillimdong-gil, Gwanak-gu, Seoul, Republic of Korea",0.006,0.011,0.061,0.3,36,25
2019-03-22 12:00,"14, Sillimdong-gil, Gwanak-gu, Seoul, Republic of Korea",0.006,0.01,0.051,0.2,70,21
2019-03-23 12:00,"14, Sillimdong-gil, Gwanak-gu, Seoul, Republic of Korea",0.005,0.016,0.042,0.3,21,16
2019-03-24 12:00,"14, Sillimdong-gil, Gwanak-gu, Seoul, Republic of Korea",0.005,0.007,0.053,0.2,20,7
2019-03-25 12:00,"14, Sillimdong-gil, Gwanak-gu, Seoul, Republic of Korea",0.007,0.018,0.055,0.3,75,46
2019-03-26 12:00,"14, Sillimdong-gil, Gwanak-gu, Seoul, Republic of Korea",0.005,0.012,0.061,0.2,49,33
2019-03-27 12:00,"14, Sillimdong-gil, Gwanak-gu, Seoul, Republic of Korea",0.007,0.014,0.077,0.3,91,49
2019-03-28 12:00,"14, Sillimdong-gil, Gwanak-gu, Seoul, Republic of Korea",0.005,0.016,0.053,0.3,62,35
2019-03-29 12:00,"14, Sillimdong-gil, Gwanak-gu, Seoul, Republic of Korea",0.005,0.013,0.057,0.2,39,22
2019-03-30 12:00,"14, Sillimdong-gil, Gwanak-gu, Seoul, Republic of Korea",0.005,0.016,0.05,0.3,47,25
2019-03-31 12:00,"14, Sillimdong-gil, Gwanak-gu, Seoul, Republic of Korea",0.005,0.011,0.049,0.3,80,40
2019-04-01 12:00,"14, Sillimdong-gil, Gwanak-gu, Seoul, Republic of Korea",0.005,0.008,0.055,0.2,17,8
2019-04-02 12:00,"14, Sillimdong-gil, Gwanak-gu, Seoul, Republic of Korea",0.005,0.011,0.059,0.2,40,20
2019-04-03 12:00,"14, Sillimdong-gil, Gwanak-gu, Seoul, Republic of Korea",0.004,0.014,0.05,0.2,44,26
2019-04-04 12:00,"14, Sillimdong-gil, Gwanak-gu, Seoul, Republic of Korea",0.004,0.01,0.058,0.2,33,19
2019-04-05 12:00,"14, Sillimdong-gil, Gwanak-gu, Seoul, Republic of Korea",0.004,0.012,0.063,0.2,138,36
2019-04-06 12:00,"14, Sillimdong-gil, Gwanak-gu, Seoul, Republic of Korea",0.005,0.057,0.008,0.5,85,34
2019-04-07 12:00,"14, Sillimdong-gil, Gwanak-gu, Seoul, Republic of Korea",0.004,0.014,0.046,0.3,52,20
2019-04-08 12:00,"14, Sillimdong-gil, Gwanak-gu, Seoul, Republic of Korea",0.004,0.007,0.058,0.2,30,9
2019-04-09 12:00,"14, Sillimdong-gil, Gwanak-gu, Seoul, Republic of Korea",0.004,0.022,0.038,0.3,31,11
2019-04-10 12:00,"14, Sillimdong-gil, Gwanak-gu, Seoul, Republic of Korea",0.004,0.023,0.029,0.2,10,6
2019-04-11 12:00,"14, Sillimdong-gil, Gwanak-gu, Seoul, Republic of Korea",0.004,0.03,0.035,0.3,47,23
2019-04-12 12:00,"14, Sillimdong-gil, Gwanak-gu, Seoul, Republic of Korea",0.004,0.023,0.053,0.3,57,38
2019-04-13 12:00,"14, Sillimdong-gil, Gwanak-gu, Seoul, Republic of Korea",0.004,0.011,0.074,0.2,39,21
2019-04-14 12:00,"14, Sillimdong-gil, Gwanak-gu, Seoul, Republic of Korea",0.004,0.02,0.05,0.3,51,46
2019-04-15 12:00,"14, Sillimdong-gil, Gwanak-gu, Seoul, Republic of Korea",0.004,0.014,0.054,0.2,48,15
2019-04-16 12:00,"14, Sillimdong-gil, Gwanak-gu, Seoul, Republic of Korea",0.004,0.028,0.053,0.3,46,19
2019-04-17 12:00,"14, Sillimdong-gil, Gwanak-gu, Seoul, Republic of Korea",0.004,0.011,0.077,0.2,41,14
2019-04-18 12:00,"14, Sillimdong-gil, Gwanak-gu, Seoul, Republic of Korea",0.005,0.019,0.038,0.2,23,16
2019-04-19 12:00,"14, Sillimdong-gil, Gwanak-gu, Seoul, Republic of Korea",0.005,0.022,0.029,0.2,38,13
2019-04-20 12:00,"14, Sillimdong-gil, Gwanak-gu, Seoul, Republic of Korea",0.005,0.01,0.061,0.2,44,22
2019-04-21 12:00,"14, Sillimdong-gil, Gwanak-gu, Seoul, Republic of Korea",0.005,0.027,0.024,0.3,62,48
2019-04-22 12:00,"14, Sillimdong-gil, Gwanak-gu, Seoul, Republic of Korea",0.005,0.029,0.041,0.4,138,47
2019-04-23 12:00,"14, Sillimdong-gil, Gwanak-gu, Seoul, Republic of Korea",0.005,0.04,0.039,0.5,76,36
2019-04-24 12:00,"14, Sillimdong-gil, Gwanak-gu, Seoul, Republic of Korea",0.005,0.029,0.036,0.3,81,70
2019-04-25 12:00,"14, Sillimdong-gil, Gwanak-gu, Seoul, Republic of Korea",0.005,0.02,0.029,0.3,42,13
2019-04-26 12:00,"14, Sillimdong-gil, Gwanak-gu, Seoul, Republic of Korea",0.005,0.019,0.033,0.2,8,6
2019-04-27 12:00,"14, Sillimdong-gil, Gwanak-gu, Seoul, Republic of Korea",0.005,0.018,0.038,0.2,21,14
2019-04-28 12:00,"14, Sillimdong-gil, Gwanak-gu, Seoul, Republic of Korea",0.005,0.013,0.05,0.2,21,17
2019-04-29 12:00,"14, Sillimdong-gil, Gwanak-gu, Seoul, Republic of Korea",0.004,0.039,0.026,0.3,40,23
2019-04-30 12:00,"14, Sillimdong-gil, Gwanak-gu, Seoul, Republic of Korea",0.003,0.026,0.042,0.3,36,19
2019-05-01 12:00,"14, Sillimdong-gil, Gwanak-gu, Seoul, Republic of Korea",0.003,0.012,0.06,0.3,69,36
2019-05-02 12:00,"14, Sillimdong-gil, Gwanak-gu, Seoul, Republic of Korea",0.003,0.011,0.053,0.2,45,10
2019-05-03 12:00,"14, Sillimdong-gil, Gwanak-gu, Seoul, Republic of Korea",0.003,0.041,0.04,0.3,67,28
2019-05-04 12:00,"14, Sillimdong-gil, Gwanak-gu, Seoul, Republic of Korea",0.003,0.04,0.069,0.5,114,63
2019-05-05 12:00,"14, Sillimdong-gil, Gwanak-gu, Seoul, Republic of Korea",0.003,0.022,0.085,0.4,82,52
2019-05-06 12:00,"14, Sillimdong-gil, Gwanak-gu, Seoul, Republic of Korea",0.003,0.007,0.052,0.2,50,10
2019-05-07 12:00,"14, Sillimdong-gil, Gwanak-gu, Seoul, Republic of Korea",0.003,0.019,0.06,0.5,72,24
2019-05-08 12:00,"14, Sillimdong-gil, Gwanak-gu, Seoul, Republic of Korea",0.003,0.014,0.076,0.3,69,29
2019-05-09 12:00,"14, Sillimdong-gil, Gwanak-gu, Seoul, Republic of Korea",0.003,0.021,0.055,0.2,90,27
2019-05-10 12:00,"14, Sillimdong-gil, Gwanak-gu, Seoul, Republic of Korea",0.003,0.043,0.061,0.5,101,52
2019-05-11 12:00,"14, Sillimdong-gil, Gwanak-gu, Seoul, Republic of Korea",0.003,0.038,0.066,0.4,112,58
2019-05-12 12:00,"14, Sillimdong-gil, Gwanak-gu, Seoul, Republic of Korea",0.003,0.02,0.082,0.3,74,38
2019-05-13 12:00,"14, Sillimdong-gil, Gwanak-gu, Seoul, Republic of Korea",0.004,0.044,0.047,0.4,68,41
2019-05-14 12:00,"14, Sillimdong-gil, Gwanak-gu, Seoul, Republic of Korea",0.003,0.014,0.069,0.2,43,28
2019-05-15 12:00,"14, Sillimdong-gil, Gwanak-gu, Seoul, Republic of Korea",0.004,0.025,0.06,0.4,73,46
2019-05-19 12:00,"14, Sillimdong-gil, Gwanak-gu, Seoul, Republic of Korea",0.004,0.017,0.018,0.2,18,15
2019-05-20 12:00,"14, Sillimdong-gil, Gwanak-gu, Seoul, Republic of Korea",0.004,0.008,0.038,0.2,39,10
2019-05-21 12:00,"14, Sillimdong-gil, Gwanak-gu, Seoul, Republic of Korea",0.004,0.014,0.051,0.2,38,12
2019-05-23 12:00,"14, Sillimdong-gil, Gwanak-gu, Seoul, Republic of Korea",0.004,0.023,0.094,0.6,110,68
2019-05-24 12:00,"14, Sillimdong-gil, Gwanak-gu, Seoul, Republic of Korea",0.004,0.03,0.106,0.4,101,61
2019-05-25 12:00,"14, Sillimdong-gil, Gwanak-gu, Seoul, Republic of Korea",0.004,0.02,0.078,0.3,63,42
2019-05-26 12:00,"14, Sillimdong-gil, Gwanak-gu, Seoul, Republic of Korea",0.004,0.008,0.086,0.2,48,27
2019-05-27 12:00,"14, Sillimdong-gil, Gwanak-gu, Seoul, Republic of Korea",0.004,0.014,0.029,0.1,9,4
2019-05-28 12:00,"14, Sillimdong-gil, Gwanak-gu, Seoul, Republic of Korea",0.004,0.011,0.057,0.2,31,11
2019-05-29 12:00,"14, Sillimdong-gil, Gwanak-gu, Seoul, Republic of Korea",0.004,0.017,0.093,0.4,67,40
2019-05-30 12:00,"14, Sillimdong-gil, Gwanak-gu, Seoul, Republic of Korea",0.004,0.012,0.08,0.3,50,27
2019-05-31 12:00,"14, Sillimdong-gil, Gwanak-gu, Seoul, Republic of Korea",0.004,0.008,0.065,0.1,19,12
2019-06-01 12:00,"14, Sillimdong-gil, Gwanak-gu, Seoul, Republic of Korea",0.004,0.011,0.07,0.2,46,35
2019-06-02 12:00,"14, Sillimdong-gil, Gwanak-gu, Seoul, Republic of Korea",0.004,0.011,0.084,0.3,48,25
2019-06-03 12:00,"14, Sillimdong-gil, Gwanak-gu, Seoul, Republic of Korea",0.004,0.015,0.064,0.3,44,19
2019-06-04 12:00,"14, Sillimdong-gil, Gwanak-gu, Seoul, Republic of Korea",0.004,0.015,0.056,0.2,32,17
2019-06-05 12:00,"14, Sillimdong-gil, Gwanak-gu, Seoul, Republic of Korea",0.004,0.03,0.048,0.3,76,52
2019-06-06 12:00,"14, Sillimdong-gil, Gwanak-gu, Seoul, Republic of Korea",0.004,0.047,0.032,0.5,81,51
2019-06-07 12:00,"14, Sillimdong-gil, Gwanak-gu, Seoul, Republic of Korea",0.004,0.018,0.046,0.2,12,10
2019-06-08 12:00,"14, Sillimdong-gil, Gwanak-gu, Seoul, Republic of Korea",0.004,0.024,0.048,0.3,24,15
2019-06-09 12:00,"14, Sillimdong-gil, Gwanak-gu, Seoul, Republic of Korea",0.004,0.015,0.068,0.3,40,30
2019-06-10 12:00,"14, Sillimdong-gil, Gwanak-gu, Seoul, Republic of Korea",0.004,0.015,0.029,0.2,13,9
2019-06-11 12:00,"14, Sillimdong-gil, Gwanak-gu, Seoul, Republic of Korea",0.003,0.017,0.042,0.2,15,7
2019-06-12 12:00,"14, Sillimdong-gil, Gwanak-gu, Seoul, Republic of Korea",0.005,0.023,0.065,0.2,66,41
2019-06-13 12:00,"14, Sillimdong-gil, Gwanak-gu, Seoul, Republic of Korea",0.005,0.018,0.076,0.2,48,30
2019-06-14 12:00,"14, Sillimdong-gil, Gwanak-gu, Seoul, Republic of Korea",0.003,0.02,0.062,0.2,45,28
2019-06-15 12:00,"14, Sillimdong-gil, Gwanak-gu, Seoul, Republic of Korea",0.003,0.01,0.062,0.2,44,29
2019-06-16 12:00,"14, Sillimdong-gil, Gwanak-gu, Seoul, Republic of Korea",0.003,0.01,0.059,0.2,14,10
2019-06-17 12:00,"14, Sillimdong-gil, Gwanak-gu, Seoul, Republic of Korea",0.004,0.009,0.062,0.2,27,17
2019-06-18 12:00,"14, Sillimdong-gil, Gwanak-gu, Seoul, Republic of Korea",0.005,0.022,0.047,0.3,51,38
2019-06-19 12:00,"14, Sillimdong-gil, Gwanak-gu, Seoul, Republic of Korea",0.003,0.017,0.064,0.2,35,32
2019-06-20 12:00,"14, Sillimdong-gil, Gwanak-gu, Seoul, Republic of Korea",0.004,0.022,0.059,0.3,47,32
